,name,year,rating,metascore,vote,imdb_id,poster,genre,certificate,runtime,director_actor,story,imdbId,movieId,tmdbId,title,genres
164,Battle Ground 625,(2005),7.7,,6420.0,tt0475783,"https://m.media-amazon.com/images/M/MV5BZjlkYWU1MzctYTdmMS00MDIyLTgyNGMtZmU1MjIwNjU0ZjY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama, War            ",Not Rated,133 min,"
    Director:
Kwang-Hyun Park
| 
    Stars:
Jae-yeong Jeong, 
Ha-kyun Shin, 
Hye-jeong Kang, 
Ha-ryong Lim
","
    Soldiers from both sides of the Korean divide live among villagers who know nothing of the war.",475783,72178,14968.0,Welcome to Dongmakgol (2005),Comedy|Drama|War
165,Marrying the Mafia 2: Enemy-in-Law,(2005),5.9,,427.0,tt0479669,"https://m.media-amazon.com/images/M/MV5BNjI0NjAyOTEyNV5BMl5BanBnXkFtZTgwODE3MDA2MDE@._V1_UY98_CR3,0,67,98_AL_.jpg","
Action, Comedy, Crime            ",,115 min,"
    Director:
Yong-ki Jeong
| 
    Stars:
Hyeon-yeong, 
Hyo-jin Kim, 
Su-mi Kim, 
Won-hie Kim
","
    Mrs. Hong is the crime boss for a large mafia group. She orders her two sons, Kyung-Jae and Suk-Jae to find an elite wife for her eldest son In-Jae. In-Jae then meets beautiful Jin-Kyung, ...                See full summary »
",479669,195253,49203.0,Marrying the Mafia II (2005),Action|Comedy|Crime|Romance
166,You Are My Sunshine,(2005),7.0,,655.0,tt0479773,"https://m.media-amazon.com/images/M/MV5BOTJmYTI2NmEtNDU2YS00NTZmLThkMjQtNzM3MWEwNzBkYTNiXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ",,121 min,"
    Director:
Jin-pyo Park
| 
    Stars:
Do-yeon Jeon, 
Jung-min Hwang, 
Moon-hee Na, 
Seung-su Ryu
","
    Seok-joong, a farmer in his mid thirties, is desperate to find a wife and settle down. After backing out of a scheme to set him up with a Filipino bride, he falls head over heels in love ...                See full summary »
",479773,164524,112283.0,You Are My Sunshine (2005),(no genres listed)
167,Never to Lose,(2005),5.8,,94.0,tt0483918,"https://m.media-amazon.com/images/M/MV5BMGMzOTYyMGQtNjQ0ZS00NWU4LWIxZDktYzFjNmE3YzkyNzMyXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action            ",,111 min,"
    Director:
Hee-chang Son
| 
    Stars:
Joon-ho Huh, 
Hang-Seon Jang, 
Min-Joon Kim, 
Tae-wook Kim
","
    Kim Hong-Joo (Kim Min-Jun) is a detective in the homicide unit. His team has a miserable record in solving cases and are badly behind in their arrest quota. Things look more promising when ...                See full summary »
",483918,144314,77504.0,Never to Lose (2005),(no genres listed)
168,Running Wild,(2006),6.3,,742.0,tt0485552,"https://m.media-amazon.com/images/M/MV5BZTBlNDgzNTEtN2MzZC00MjI2LTljMDgtNzc1ZGRiNmMwZTc2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Adventure, Crime            ",Not Rated,124 min,"
    Director:
Seong-soo Kim
| 
    Stars:
Sang-Woo Kwon, 
Ji-Tae Yoo, 
Kil-kang Ahn, 
Jin-woong Cho
","
    Jang is a homicide detective who likes to use violence with criminals, while Oh is a prosecutor who believes in the importance of evidence. After the murder of his younger half-brother ...                See full summary »
",485552,144212,32160.0,Running Wild (2006),Action|Crime|Thriller
169,Princess Aurora,(2005),6.6,,1080.0,tt0488174,"https://m.media-amazon.com/images/M/MV5BMTAyOTU5MjQzMzVeQTJeQWpwZ15BbWU4MDM0MTkxNzIx._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama, Mystery            ",,106 min,"
    Director:
Eun-jin Pang
| 
    Stars:
Uhm Junghwa, 
Seong-kun Mun, 
Oh-jung Kwon, 
Jong-won Choi
","
    A woman gets killed in a department store. No one imagines this could lead to serial murders, but two days after the first murder, another homicide occurs. A woman is suffocated to death ...                See full summary »
",488174,83163,38054.0,Princess Aurora (Orora gongju) (2005),Crime|Drama|Mystery
170,Mr. Socrates,(2005),6.3,,436.0,tt0488762,"https://m.media-amazon.com/images/M/MV5BODFlNDI0ZDgtYzRiMy00ZDMzLTlmOGEtMGMxZWIzMTcxODAxXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime            ",,109 min,"
    Director:
Jin-won Choi
| 
    Stars:
Shin-il Kang, 
Jong-Hyuk Lee, 
Tae-young Yoon, 
Rae-won Kim
","
    A low-life scumbag gets kidnapped by a mysterious gang and put through inhumane training to become a mole inside the police force.",488762,144322,32163.0,Mr. Socrates (2005),Action|Crime
171,Shadowless Sword,(2005),6.4,,2737.0,tt0488763,"https://m.media-amazon.com/images/M/MV5BODE5NTgwMzY4Nl5BMl5BanBnXkFtZTgwMDMwMDAxMzE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Adventure, History            ",R,117 min,"
    Director:
Young-jun Kim
| 
    Stars:
Hyeon-jun Shin, 
So-yi Yoon, 
Seo-jin Lee, 
Ki-yong Lee
","
    So-ha, a deadly female warrior, is sent to find a exiled prince after the Killer Blade Army killed the royal family.",488763,198987,14763.0,Shadowless Sword (2005),Action
172,The Intimate,(2005),5.9,,876.0,tt0492533,"https://m.media-amazon.com/images/M/MV5BMTY2ODczODQ4N15BMl5BanBnXkFtZTcwNzI1NzgxMw@@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, Romance            ",,98 min,"
    Director:
Eun-tae Kim
| 
    Stars:
Hyun-Ah Sung, 
Dong-Hyuk Cho, 
Ye-ryeong Kim, 
Chang-Yong Lee
","
    Her lover has never taken a dangerous risk in his life. She has been for seven years and is going to get married next month. One day she meets a handsome stranger, who asked her to spend ...                See full summary »
",492533,162242,142093.0,Lover (2005),Romance
173,Art of Seduction,(2005),6.0,,1336.0,tt0492650,"https://m.media-amazon.com/images/M/MV5BZmRkYzg3YzktNjYyMS00Mzk0LTkzNGYtNjRlNWE3ZWJkNTU2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Romance            ",Not Rated,100 min,"
    Director:
Ki-hwan Oh
| 
    Stars:
Ye-jin Son, 
Il-guk Song, 
Sun-yeong Ahn, 
Bo-ra Geum
","
    Min-jun and Ji-won are first-rate ""players"" who are used to getting their way in the field of love and sex, until they run into each other. Let the games begin.",492650,149764,20969.0,The Art of Seduction (2005),Comedy|Drama|Romance
174,The King and the Clown,(2005),7.4,,4909.0,tt0492835,"https://m.media-amazon.com/images/M/MV5BMTQ1NTY3MTg4MV5BMl5BanBnXkFtZTgwOTUwOTE3MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, History            ",PG-13,119 min,"
    Director:
Joon-ik Lee
| 
    Stars:
Woo-seong Kam, 
Jin-young Jung, 
Seong-Yeon Kang, 
Joon-Gi Lee
","
    Two clowns living in Korea's Chosun Dynasty get arrested for staging a play that satirizes the king. They are dragged to the palace and threatened with execution but are given a chance to save their lives if they can make the king laugh.",492835,76117,45035.0,"King and the Clown, The (Wang-ui namja) (2005)",Drama|Thriller
175,Art of Fighting,(2006),6.7,,592.0,tt0496853,"https://m.media-amazon.com/images/M/MV5BMTkyMjYyNTk0MV5BMl5BanBnXkFtZTgwNTA2ODc1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama            ",,100 min,"
    Director:
Hansol Shin
| 
    Stars:
Yun-shik Baek, 
Seung-hyeon Byeon, 
Yeo-jin Choi, 
Yun-ju Do
","
    Song Byungtae is an outcast at his school, whose daily routine consists of being pounded around the clock. To break free from this vicious cycle, he reads books upon books on martial arts ...                See full summary »
",496853,198985,39021.0,Art of Fighting (2006),Action|Comedy
176,"I'm a Cyborg, But That's OK",(2006),7.1,,22290.0,tt0497137,"https://m.media-amazon.com/images/M/MV5BMTAwMjQ0NjQzMTReQTJeQWpwZ15BbWU4MDEyNjg3NTIx._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ",Not Rated,105 min,"
    Director:
Chan-wook Park
| 
    Stars:
Soo-jung Lim, 
Rain, 
Seong-hun Cheon, 
Hee-jin Choi
","
    A girl who thinks she is a combat cyborg checks into a mental hospital, where she encounters other psychotics. Eventually, she falls for a man who thinks he can steal people's souls.",497137,53161,5488.0,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",Comedy|Drama|Romance|Sci-Fi
177,Time,(2006),7.2,73.0,11539.0,tt0497986,"https://m.media-amazon.com/images/M/MV5BMjA1NjU5OTcxNl5BMl5BanBnXkFtZTcwNTMyNjYzMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Mystery, Romance            ",Not Rated,97 min,"
    Director:
Ki-duk Kim
| 
    Stars:
Jung-woo Ha, 
Ji-Yeon Park, 
Jun-yeong Jang, 
Gyu-Woon Jung
","
    To save her relationship, a woman puts herself through extensive plastic surgery.",497986,50517,25648.0,Time (Shi gan) (2006),Drama|Romance
178,A Millionaire's First Love,(2006),7.3,,4774.0,tt0757157,"https://m.media-amazon.com/images/M/MV5BNjQzMmYyNTAtM2FjOS00Mzc0LTg4YjQtYzRiMzFjNmZkZGFiXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ",,116 min,"
    Director:
Tae-gyun Kim
| 
    Stars:
Hyun Bin, 
Yong-joon Cho, 
Do-hyeon Lee, 
Han-sol Lee
","
    Jae-Kyung (Hyun-Bin ) is a tough guy, who is a high school senior,If he turns 19 years means, he could be a millionaire by inheriting his deceased grandfather's wealth. Unfortunately his ...                See full summary »
",757157,156404,40211.0,A Millionaire's First Love (2006),Drama|Romance
179,Holiday,(2006),6.6,,418.0,tt0757223,"https://m.media-amazon.com/images/M/MV5BYmZlYTM2NmUtODg3Yy00N2EwLWJhNTEtMmQ3M2Y5Yjk0NDEzXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Crime, Drama            ",Not Rated,122 min,"
    Director:
Yun-ho Yang
| 
    Stars:
Min-su Choi, 
Hyun Dong, 
Se-jin Jang, 
An Jo
","
    Petty criminals caught by brutal law.",757223,144338,13311.0,Holiday (2006),Action|Children|Comedy|Crime|Drama|Romance
180,Thirst,(2009),7.1,73.0,40955.0,tt0762073,"https://m.media-amazon.com/images/M/MV5BYzA4MGVkNjMtYWI5NC00YTQwLWJkZTUtOTdjYmI5OGE4ZTUwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Fantasy, Horror            ",R,134 min,"
    Director:
Chan-wook Park
| 
    Stars:
Kang-ho Song, 
Ok-bin Kim, 
Hee-jin Choi, 
Dong-soo Seo
","
    Through a failed medical experiment, a priest is stricken with vampirism and is forced to abandon his ascetic ways.",762073,71304,22536.0,Thirst (Bakjwi) (2009),Drama|Horror
181,The Legend of 7 Cutter,(2006),6.2,,314.0,tt0798423,"https://m.media-amazon.com/images/M/MV5BMDIyMWYzYzMtOTQwOS00MDFiLTk1NWYtZjg2MzYxMTEzMWExXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy            ",PG-13,100 min,"
    Director:
Nam-ki Kwon
| 
    Stars:
Jae-mo Ahn, 
Myeong-hun Cheon, 
Hyeon-yeong, 
Jun-ha Jeong
","
    Han Jung Soo is the typical good guy, with friends and good at school. But due to some misunderstanding others mistake him with the legendary Seven Cutter and his life becomes really hard.",798423,142634,54558.0,The Legend of Seven Cutter (2006),Action|Comedy
182,Bloody Tie,(2006),6.3,,631.0,tt0816437,"https://m.media-amazon.com/images/M/MV5BNDRhYjk3ZmMtMmEwNy00NDllLWE2MmMtOTI4MTY3YThjZDU1XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime, Thriller            ",Not Rated,117 min,"
    Director:
Ho Choi
| 
    Stars:
Seung-bum Ryoo, 
Jung-min Hwang, 
Hee-ra Kim, 
Ja-Hyeon Chu
","
    A low-level drug pusher is pressured by a corrupt cop to help him catch a local drug lord.",816437,144554,32159.0,Bloody Tie (2006),Action|Crime|Drama|Thriller
183,Secret Sunshine,(2007),7.5,84.0,6482.0,tt0817225,"https://m.media-amazon.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ",Not Rated,142 min,"
    Director:
Chang-dong Lee
| 
    Stars:
Do-yeon Jeon, 
Kang-ho Song, 
Hye-jin Jang, 
Yeong-jin Jo
","
    A woman moves to the town where her dead husband was born. As she tries to fit in, another tragic event overturns her life.",817225,55705,2015.0,Secret Sunshine (Milyang) (2007),Comedy|Drama|Romance
184,Never Forever,(2007),6.5,,1463.0,tt0817544,"https://m.media-amazon.com/images/M/MV5BZjg1NzllNjgtZmU3ZC00YjdhLThjZWQtMGJmYmY2MjYzYzQ5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ",R,104 min,"
    Director:
Gina Kim
| 
    Stars:
Vera Farmiga, 
David Lee McInnis, 
Joseph Y. Kim, 
Shirley Roeca
","
    When an American woman begins a dangerous relationship with an attractive immigrant worker, in order to save her marriage, she finds her true self.",817544,75335,18514.0,Never Forever (2007),Drama|Romance
185,A Dirty Carnival,(2006),7.4,,7674.0,tt0821442,"https://m.media-amazon.com/images/M/MV5BMTc5Mzc3ODUyMl5BMl5BanBnXkFtZTgwNDk0ODc1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime, Drama            ",Not Rated,140 min,"
    Director:
Ha Yoo
| 
    Stars:
In-Sung Jo, 
Ho-jin Chun, 
Min Namkoong, 
Bo-young Lee
","
    A small time thug collecting debts for the local triad is torn between his criminal aspirations and his devotion to family.",821442,78003,23538.0,"Dirty Carnival, A (Biyeolhan geori) (2006)",Action|Crime|Thriller
186,A Bloody Aria,(2006),6.5,,745.0,tt0821462,"https://m.media-amazon.com/images/M/MV5BM2Y4MWNlYjgtZWUzZi00MjU1LTkzMDMtMTllYTFkNjgzZDY1XkEyXkFqcGdeQXVyNTA2Mjk2MTk@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Drama, Horror            ",Not Rated,115 min,"
    Director:
Shin-yeon Won
| 
    Stars:
Ye-ryeon Cha, 
Suk-kyu Han, 
Kyeong-ho Jeong, 
Shi-hoo Kim
","
    On a day trip through the countryside, aspiring opera singer In-jeong flees to the woods to escape the advances of her lecherous professor and mentor, Yeong-sun. When a seemingly harmless ...                See full summary »
",821462,180341,57270.0,A Bloody Aria (2006),Action|Drama|Horror|Thriller
187,The City of Violence,(2006),6.7,,4158.0,tt0821470,"https://m.media-amazon.com/images/M/MV5BMTk5NzE5MTc1NV5BMl5BanBnXkFtZTgwNDY4ODc1MjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action            ",,92 min,"
    Director:
Seung-wan Ryoo
| 
    Stars:
Seung-wan Ryoo, 
Jae-mo Ahn, 
Kil-kang Ahn, 
Dong-Hyeon Baek
","
    Tae-su, a detective fighting organized crime, returns to his hometown for his high school friend Wang-jae's funeral. At the funeral, he meets his old friends Pil-ho, Dong-hwan and Seok-hwan...                See full summary »
",821470,55684,20605.0,"City of Violence, The (Jjakpae) (2006)",Action|Crime|Drama
188,Apt.,(2006),5.8,,894.0,tt0826024,"https://m.media-amazon.com/images/M/MV5BZjA5MjkyZTYtMDE5OS00MGExLWJmNmEtNzAwODc4NWYwOWM2XkEyXkFqcGdeQXVyNjQxODIzNDA@._V1_UY98_CR0,0,67,98_AL_.jpg","
Horror, Thriller            ",,90 min,"
    Director:
Byeong-ki Ahn
| 
    Stars:
So-Young Ko, 
Seong-jin Kang, 
Hie-jin Jang, 
Ha-seon Park
","
    Se-jin, a young woman who lives in an old apartment in a Seoul suburb, amuses herself by observing the windows of the apartments on the other side. One day, she notices that the lights of ...                See full summary »
",826024,144292,32152.0,APT. (2006),Horror
189,Woman on the Beach,(2006),6.9,72.0,1007.0,tt0835787,"https://m.media-amazon.com/images/M/MV5BMzY3NmJmNjQtODgwMi00YjY0LWE3YjAtNmEwMGRmZTYwMzFjXkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_UY98_CR3,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ",R,100 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Seung-woo Kim, 
Hyun-Jung Go, 
Seon-mi Song, 
Tae-woo Kim
","
    A movie director entices his young friend to come to the beach on the pretext of writing a script. He then starts an affair with the friend's girlfriend.",835787,52617,54659.0,Woman on the Beach (Haebyeonui yeoin) (2006),Comedy|Drama
190,Cinderella,(2006),5.6,,1332.0,tt0845442,"https://m.media-amazon.com/images/M/MV5BNjAyOTg1NjI4Nl5BMl5BanBnXkFtZTcwNDQ0MTM0MQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","
Horror, Thriller            ",Not Rated,94 min,"
    Director:
Man-dae Bong
| 
    Stars:
Ah-yung Ahn, 
Gyu-ryun Ahn, 
Ji-won Do, 
So-min Jeon
","
    The daughter of a plastic surgeon experiences strange events that seem to be connected her childhood.",845442,203467,41401.0,Cinderella (2006),Drama|Horror|Mystery|Thriller
191,"Fly, Daddy, Fly",(2006),6.6,,301.0,tt0857334,"https://m.media-amazon.com/images/M/MV5BNmJjZGQ1Y2QtYjgwZC00MGExLWFlZmItOWNiZWVlMGU4YWUwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama            ",PG-13,112 min,"
    Director:
Jong-tae Choi
| 
    Stars:
Joon-Gi Lee, 
Mun-shik Lee, 
Heon Jun Nam, 
Yeon Su Lee
","
    Jang Ga-Pil is an ordinary middle-aged father. One day, he returns home to learn that his teenage daughter was assaulted by a group of guys at a karaoke bar. He then concocts a plan to stab the boy on his way to school.",857334,203465,39139.0,"Fly, Daddy, Fly (2006)",Action|Drama
192,Bloody Reunion,(2006),6.0,,2128.0,tt0870958,"https://m.media-amazon.com/images/M/MV5BNDI5NmRiZTAtN2M5Ni00ZmZjLTgwZmEtODM0NDljYzMxYTMwL2ltYWdlXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY98_CR1,0,67,98_AL_.jpg","
Horror, Mystery, Thriller            ",Not Rated,93 min,"
    Director:
Dae-wung Lim
| 
    Stars:
Seong-won Jang, 
Eung-soo Kim, 
Yeong-Seon Kim, 
Dong-kyu Lee
","
    Buried grudges have disasterous consequences for a class reunion in this unapologetically bloody film from Korean director Dae-wung Lim.",870958,151503,27428.0,Bloody Reunion (2006),Horror|Mystery|Thriller
193,Maundy Thursday,(2006),7.5,,1222.0,tt0870967,"https://m.media-amazon.com/images/M/MV5BZmI0OWQ1YzktNjk5Yi00ZmUwLWFmMTQtODY4OTJmY2E3Y2ExXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, Romance            ",,120 min,"
    Director:
Hae-sung Song
| 
    Stars:
Nayoung Lee, 
Dong-won Gang, 
Yuh-Jung Youn, 
Shin-il Kang
","
    A suicidal girl started to visit a convicted murderer awaiting execution every Thursday.",870967,140333,63963.0,Maundy Thursday (2006),Drama
194,Tazza: The High Rollers,(2006),7.2,77.0,1897.0,tt0875025,"https://m.media-amazon.com/images/M/MV5BMTU1MjQ0ODMzMF5BMl5BanBnXkFtZTgwNjI5ODc1MjE@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Crime            ",,139 min,"
    Director:
Dong-hoon Choi
| 
    Stars:
Seung-woo Cho, 
Yun-shik Baek, 
Hye-su Kim, 
Hae-Jin Yoo
","
    A guy with a talent for cards makes his way into the dangerous world of underground gambling in this crime thriller from South Korea. Go-ni (Jo Seung-woo) is a small-town guy with a big ...                See full summary »
",875025,144258,38015.0,Tazza: The High Rollers (2006),(no genres listed)
195,Righteous Ties,(2006),6.4,,333.0,tt0891488,"https://m.media-amazon.com/images/M/MV5BMTYwNTAyNDM4MV5BMl5BanBnXkFtZTgwNjMyODc1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Comedy, Crime, Drama            ",Not Rated,126 min,"
    Director:
Jin Jang
| 
    Stars:
Jae-yeong Jeong, 
Jun-ho Jeong, 
Seung-ryong Ryu, 
Won-tae Choi
","
    An eccentric but faithful mafia, Chi-sung is sent to prison for his part in a gang fight. But when his parents are attacked by a rival mob and his own people take no action, he realizes ...                See full summary »
",891488,144344,55765.0,Righteous Ties (2006),Action|Adventure|Crime|Drama
196,Gangster High,(2006),6.8,,695.0,tt0891562,"https://m.media-amazon.com/images/M/MV5BYWI0OGEzODItZDQ1Ni00MzExLTk1ZWYtNmE0NDZjYTU0ZDNhXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime            ",,100 min,"
    Director:
Ki-hyeong Park
| 
    Stars:
Kyung-ho Jung, 
Jin-woong Cho, 
Gyu-pil Go, 
Hie-jin Jang
","
    A group of friends form a soccer team and call themselves ""Tigers"". The group gets into a fight seniors at their school and other students begin to view them differently. One of the friends...                See full summary »
",891562,144642,40122.0,Gangster High (2006),Action|Crime
197,Breath,(2007),6.9,,4457.0,tt0901475,"https://m.media-amazon.com/images/M/MV5BYTYyYWM4Y2ItOWZjNy00NmQyLTlhN2UtYjFhYTRmYzRlNzExXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama            ",,84 min,"
    Director:
Ki-duk Kim
| 
    Stars:
Chen Chang, 
In-Hyeong Gang, 
Jung-woo Ha, 
Ki-duk Kim
","
    A love story involving a convicted prisoner who ""slowly falls for a woman who decorates his prison cell"".",901475,60551,25647.0,Breath (Soom) (2007),Drama
198,The Good the Bad the Weird,(2008),7.3,69.0,32412.0,tt0901487,"https://m.media-amazon.com/images/M/MV5BYzgxYWM3MjEtZjhmYi00YWRlLWE4YjItYmI3NTVmOTljNzUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Comedy            ",R,130 min,"
    Director:
Jee-woon Kim
| 
    Stars:
Kang-ho Song, 
Byung-hun Lee, 
Woo-sung Jung, 
Je-mun Yun
","
    The story of two outlaws and a bounty hunter in 1940s Manchuria and their rivalry to possess a treasure map while being pursued by the Japanese army and Chinese bandits.",901487,66785,15067.0,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western
199,Love Me Not,(2006),6.7,,494.0,tt0904068,"https://m.media-amazon.com/images/M/MV5BMjM5MDQzMjIyM15BMl5BanBnXkFtZTgwMDM5MzA5NjE@._V1_UY98_CR3,0,67,98_AL_.jpg","
Drama, Romance            ",Not Rated,119 min,"
    Director:
Cheol-ha Lee
| 
    Stars:
Ju-hyuk Kim, 
Geun-young Moon, 
Seong-ho Choi, 
Ji-won Do
","
    Julian has lived off with the money he lures from his rich female customers. But now he faces usurious debts from a hasty expansion of his business, and he will be killed unless he clears ...                See full summary »
",904068,169112,37840.0,Love Me Not (2006),Drama
200,Once in a Summer,(2006),7.3,,800.0,tt0923703,"https://m.media-amazon.com/images/M/MV5BNjY0OTYwYWYtOGE4Ni00NzJhLTkzYzItODZhZWViODExOTUzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Romance            ",,121 min,"
    Director:
Geun-shik Jo
| 
    Stars:
Byung-hun Lee, 
Soo Ae, 
Duk-moon Choi, 
Seok-yong Jeong
","
    Once in a Summer (Hangul) is a 2006 South Korean melodrama/romance film directed by Jo Keun-shik. The film stars Lee Byung-hun and Soo Ae. It won Best Film and Best Director (for Jo) at the 15th Chunsa Film Art Awards in 2007.",923703,205647,25937.0,Once in a Summer (2006),Drama|Romance
201,Sunflower,(2006),7.2,,1804.0,tt0923714,"https://m.media-amazon.com/images/M/MV5BODYzZDhiMTEtOWQwYi00NTc2LTk3NGItNTgwODcyNWY3OTJlXkEyXkFqcGdeQXVyNDY3MTQwMzk@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Drama            ",Not Rated,116 min,"
    Director:
Seok-beom Kang
| 
    Stars:
Jeong-su Han, 
Yi-jae Heo, 
In-seong Hwang, 
Eun-pyo Jeong
","
    Released from prison, Taesik goes to live with an adopted mother. He takes a job and tries to live a quiet life with his new family. His efforts are threatened when a politician seeks to knock the family restaurant down to build a mall.",923714,187405,49283.0,Sunflower (2006),Action|Drama
202,29 February,(2006),5.7,,747.0,tt0927575,"https://m.media-amazon.com/images/M/MV5BMjM0MjA1MTYzNF5BMl5BanBnXkFtZTgwMDE3ODc1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Horror, Thriller            ",,90 min,"
    Director:
Jong-hoon Jung
| 
    Stars:
Eun-jin Baek, 
Yoon-jeong Choi, 
Hyeon-kyeong Im, 
Myeong-jin Lee
","
    Ji-yeon, a tollgate ticket girl, is frightened by a mysterious black car, which hands over a bloodstained ticket as a fee at midnight. Her fear deepens after her colleague, Jong-sook, tells...                See full summary »
",927575,180581,52419.0,4 Horror Tales - February 29 (2006),Horror
203,Eoh-neu-nal-gap-ja-gi D-Day,(2006),5.7,,395.0,tt0927595,"https://m.media-amazon.com/images/M/MV5BMTYzNTAzNDM0OV5BMl5BanBnXkFtZTgwNDI3ODc1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Horror            ",,95 min,"
    Director:
Eun-kyung Kim
| 
    Stars:
Jung-in Choi, 
Jin-yong Heo, 
Joo-ryeong Kim, 
Ri-na Kim
","
    ROOMMATES is the third part of a 4 horror movie series, FOUR HORROR TALES. Roommates Yoo-jin, Eun-soo, Bo-ram, and Da-young are cramming for a college entrance exam. It's difficult for them...                See full summary »
",927595,153522,52416.0,4 Horror Tales - Roommates (2006),Horror
204,Four Horror Tales - Hidden Floor,(2006),5.3,,352.0,tt0927627,"https://m.media-amazon.com/images/M/MV5BMjEzNTY3MzUxNV5BMl5BanBnXkFtZTgwNjk2ODc1MjE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Horror            ",,100 min,"
    Director:
Ho-Young Kwon
| 
    Stars:
Seo-hyeong Kim, 
Yoo-Jeong Kim
","
    A woman investigates a series of bizarre deaths in her new apartment building.",927627,177021,52420.0,4 Horror Tales - Hidden Floor (2006),Horror
205,Mr. Robin kkosigi,(2006),6.6,,1793.0,tt0928154,"https://m.media-amazon.com/images/M/MV5BMjE3MjkwNTQ5OF5BMl5BanBnXkFtZTgwNjE2MTA2MDE@._V1_UY98_CR3,0,67,98_AL_.jpg","
Romance            ",Not Rated,107 min,"
    Director:
Sang-woo Kim
| 
    Stars:
Uhm Junghwa, 
Daniel Henney, 
Holly Karrol Clark, 
Joong-hyeon Bang
","
    A Korean company analyst rear-ends an American man's car then discovers he's her new boss. Unlucky at love, she begins to take romance lessons from him in order to seduce him.",928154,117527,52444.0,Seducing Mr. Perfect (2006),Romance
